text,Label,Sentiment,,,,,,,,,,,,,,,,,,,,,,,,,,,,
They can't think for themselves!,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" @fishyfish67 @MKahn84 @JimBowersclimb @MikeDel21893959 @MedBennett @Michael_D_Crow @ChrisBBacon3 @Narvuntien @cjtjgeol @DawnTJ90 @Tark4Real @Barbarajdurkin @Barrtecforever @TypicalDeviant @RuleByLogic @TonyGFunderburk @6lennybravo @d_e_mol @aSinister @_Ratzz_ @CCross1776 @IngersolRobert @NoHiJinx @TheDisproof @RijpeW @GeoConservative @no2wind @gimmeabreak8 @Bossmustangfan @Climatehope2 @markosib @PoliticalToonz @RexHavoc8 @FehringerMartin @kbo1978 @RustyAway @SlagOffTwits @yestiseye @hardtimehardta1 @markcojuangco @TheRealStranded @MaxFichtner @TrevorDKidd1 @messengitis @jonsaxon67 @jsj11113 @10mm_404 @Albertarocksit @PlagueofProgs ""with"" or because off?",government,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@heatherdb1 @TravisAllen02 There is more than 40% vaccinated where Im at that are IN the hospital.  What you say makes no sense.  Maybe you could make a movie with Baldwin ?,vaccine,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@tr6_guy Fear propagated massive psychoses,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @barnhart_linda @RodKahx @JeffreyLuscombe I doubt that not everyone flying has a vaccine from Ontario.,movement,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@NigelTa37251567 @1BJDJ Canada is building covid camps. These camps are for individuals who test positive for covid. Individuals who have been exposed to covid. The scary part of these camps are for individuals who the Government deems that are spreading covid meaning the unvaccinated.,government,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@tr6_guy @14ReyRey Brainwashing and fear mongering. Appeasement and the illusion of freedom.  Just a few reasons as to why the 90% caved.,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"After a long spell; heat dome, fires and massive floods here in BC, Canada, and of course the constant worry known as covid, I received a sweet acceptance for a story I wrote featuring the POV of a 11-yr-old. Waiting for fruition. The sun shines normally.",covid/pandemic,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@ryangerritsen The Covid Passports Are Meant To Assign Every Citizen With A QR Code Towards Digital Authoritarianism.,covid/pandemic,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@TrumpJew2 Yes...my husband...has been put on leave without pay 

Ottawa,  Canada",economy,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Complete insanity but we have to keep the vaccinated safe from themselves,covid/pandemic,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 It's because new restrictions are probably coming due to covid.,covid/pandemic,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@ryangerritsen and yet a majority of Canadians still think this is all #temporary and in no way a hostile takeover of foreign powers.,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@brianlilley How did the new so called variant spread into Canada? Aren't majority of the individuals flying vaccinated? Why are vaccinated still contracting and spreading covid? Outbreaks still inside events with vaccinated only? Your narrative is flawed. You seek POWER, nothing else.",variant,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Ontario 14+ million population 
620k cases = 4% for 2 friggen years
At this rate, only another 48 years to go before we all catch the most deadly, transmissible virus of all time",covid/pandemic,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@ryangerritsen They don't want you to travel and they want to enslave us.,movement,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@WestJet This morning, your airport agent rejected my American vaccination record card as invalid because it is American. Have been trying to unravel this with numerous Canadian government agencies and none think there should be a problem sending me home. Have been on hold &gt;45",movement,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@ryangerritsen @TheFred69420 They don't want you to travel. They want you all jabbed to get you all signed up to 'the passport'. Never been about health!,movement,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @howisthismylif So we don't infect the 30k that died,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@ryangerritsen They don't want you to travel and just enslave you in a circle.,movement,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" @Eren30620277 I only know of one death, personally.
A friend (not in Canada), double vxed, died after first having part of her leg amputated due to blood clots....
Death was declared caused by covid....
This was in September....",vaccine,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Whenever I do COVID tests I put my insurance ID as 8675309 or 53X11 and it's never stopped me.  You can put anything.  It doesn't matter.,vaccine,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@tr6_guy depopulation,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@ETito604 @brianlilley The flu vaccine didn't stop the flu either. Knee jerk reactions by gov'ts are now the problem.,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@IANFREE613 The CPC variant is just as bad.,variant,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeah and it's mostly the unvaxed dying in the hospitals.  I know a guy who is re-learning how to walk he took his first steps yesterday for the first time in eight weeks. Get your vaccination and STFU,covid/pandemic,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roxham road open for business. Was it ever really closed?,movement,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Don't forget! 
* published op-ed, did first Canadian radio tour. Hope things are OK with the youngest being home, and that she'll get to go back soon!",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Please Justin, do the right thing and make Novavax. Available for the vaccine-hesitant and those with adverse effects from mRNA Vaccines and AstraZeneca J&J. Also, please make it happen ASAP!",vaccine,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It's really weird! I live in South Georgia right by Florida and we are all just fine and open for business but if you go a few states north you have to have a vaccine for everything you do!,vaccine,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yelling a loud cheer for every business who've managed to stay afloat during the pandemic in Canada.

Can we also get a standing O for the Girl Bosses who not only survived, but also paid everything off to become sole proprietors during the Age of Covid? 

Preach

#entrepreneurs",economy,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It's such a Canadian thing to do.,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yes, isn't it time we call #ResignTrudeau #cdnpoli #CdnMediaFailed",government,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Not Canadian so I don't know if it counts, but anyone that actively closes their home to family and friends because of vaccination status well they deserve no family and friends to be quite honest.",vaccine,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Here, in Toronto, Canada, children are sometimes rewarded with ice cream cones after becoming euthanized - I mean vaccinated.",vaccine,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Because you're a socialist country, ploys to make America socialist failed a long time ago, so they went to Canada.  Why don't you tell the world on Twitter what Canadian healthcare is like! If you like it, tell us what's so good about it, I'd love to learn from you.  Bye",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" For all Randy Ambrosie's faults, he handled that situation better than expected. The player was a veteran Canadian OL and would've been welcome on basically any roster  but his lie led to a COVID outbreak on his team and games needed to be rescheduled. It was a bit of a shitshow.",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Atlantic Canada COVID update December 2, 2021

Nova Scotia - 40 new cases - 214  active cases
Nfld and Labrador - no update - 22 active cases
Prince Edward Island - no update - 30 active cases
New Brunswick - 95 new cases - 691 active cases

POP 2.48M",covid/pandemic,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CANADA,  look at the mean age of covid deaths. After WW2 there was a massive world population explosion. We called it baby boomers. Sorry to inform you born at once die at once. NEXT.",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I think 86% is way too high, I wouldn't put it over 50% cause why else are they pushing so hard!",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We already had a chance to do that. We failed.,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 The garbage healthcare system is the problem.,covid/pandemic,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" If you arent vaccinated, you can't sit indoors at McDonald's without showing government ID & proof of vaccination. At least in Ontario.",covid/pandemic,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freedom of humanity depends on sound money. Human slaves too expensive now. No more bells and whistles for the slaves back to masks and beatings.,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
So Clever it doesn't mention the biggest issues facing Canada... COVID and Climate Change!!,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wow the US is requiring all air travellers to submit a negative covid test taken 1 day prior to arrival in the US. Canada is still 72 hours as far as I can tell.,precaution,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vaccine hesitancy in Canada? Dude grfo and while you are out take a look at our vax numbers.,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Safe and effective!!,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I hope all the Leafs get Covid in China ,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I would invite someone one with covid.,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Canada 12 & over. Double vaccine is 86%, in the process of vaccinating 5-12 year olds, as well as 3rd doses.",vaccine,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lies,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This shortage was a problem long before covid and our government has only made it worse. Value people and more will come, demoralize people and more will leave. Covid patients are not the issue.",covid/pandemic,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I am writing another story about the world's urgent need of #VaccineEquity for WhigStandard. Includes interviews with jwnickerson of MSF_canada & PeterASinger of Who.,vaccine,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Novavax and medicago aren't approved yet. The paperwork was submitted to public health canada over the summer.,vaccine,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
You made my point for me. There's lots of vaccine. Instead of pushing boosters and shots for little kids the vaccine should go where needed. Along with assistance in distribution and delivery.,vaccine,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The kids are being scared to death about covid in schools. Public schools in Canada have been taken over at the university lvl by the left and now you got them teaching your kids. Uni is so expensive now, only their rich crony friends can go!",covid/pandemic,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"You can complete up to 100% of your studies online from outside Canada. All of the time you spent studying online from outside Canada between spring 2020 and August 31, 2022, counts toward the length of a PGWP. This applies even if you're completing...",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No. Just make it so that unvaccinated people can't go anywhere or do anything. Put vaccination passports into effect.  Canada has done that. It's amazing how many people all of a sudden decided to get vaccinated when they couldn't go to their favorite restaurant or to the movies.,movement,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada labs are going to have to get a whole lot faster to meet the requirement of a PCR COVID-19 test within 24 hours of departure to the US. Interesting! #YYC #Travel #COVID,movement,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USA accept rapid antigen tests for entry, some airlines however - donët! So depends who youíre flying but by USA rules, rapid is fine and what we used to go to California !",movement,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somethings are not rightÖ Not sure what it is but something is off,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Just once - just one time - I want to see Canada announce new COVID border rules *after* deciding exactly what those rules will be and how they'll work.,precaution,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Canada has 30,000 COVID deaths. Only 780 were vaxxed. Guess what the rest were?",covid/pandemic,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yeah, and vxxed are fine with it. I wd feel ripped off.",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30,000/38,000,000 if you really want to live like this for the rest of your life ok",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Governments across Canada are a bunch of Moronic,government,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it must have been a wakeup call either way though. seeing all ppl living normally and knowing there is no impact + realizing in Florida they actually TREAT ppl with covid instead of sending them homes like criminal public health canada is doing,covid/pandemic,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All 4 main parties are comprised.,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada has donated a lot of vaccines!,vaccine,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Hi. On November 26, 2021, the Government introduced enhanced border measures to prevent the importation and spread of COVID-19 and the Omicron variant into Canada. These measures include a travel ban on foreign nationals and enhanced...",precaution,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" I'm double vaxxed and I am pretty sure I already had it but you cannot test for antibodies in Canada since they are using this virus as a political means to justify a stop to the democratic process. 2 years of Edicts and Decrees, I don't think this Vax is needed for children",government,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"It' rapid testing, not PCR for the US.",movement,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Canada has enough doses to booster AND donate. And has donated a lot already. The issue is a complex mix of politics, logistics, and hesitancy around the globe.",vaccine,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As a Canadian I watch your politics closely as your destruction of Democracy has deep impact on our country. American Republicans are blocking everything Biden is trying to do then blame him for not getting anything done. It is scary to watch from our side of the border.,government,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hmm that's interesting. Unfortunate it had to be your people but I expect that would be an adrenaline shot,others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Not accurate at all. Tell the truth at least. Jesus, I don't mind people not liking restrictions or vaxxes, but don't lie.",others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
